GeneID	GSM5686692	GSM5686693	GSM5686694	GSM5686695
114483834	777	999	761	667
114483833	4	2	2	0
10061	1134	1442	1102	964
54480	2878	3667	2580	2546
768213	79	89	82	86
6604	334	432	371	324
51667	1228	1582	1301	1114
349136	53	87	56	57
100131176	1	0	0	0
155051	2	3	0	0
100500835	0	0	0	0
6009	2262	3507	2611	2067
51422	612	837	599	599
644090	0	0	0	0
100505483	9	7	6	4
105375570	0	0	0	0
105375571	0	0	0	0
168391	0	0	0	0
63917	522	714	511	462
731075	1	4	4	2
58508	1233	1301	1069	1094
220832	0	0	1	0
100128822	30	33	9	19
105375574	0	0	0	0
7516	717	758	645	662
57180	157	195	168	143
102723686	0	0	0	0
105375577	0	0	0	0
103724390	0	0	1	0
105375578	0	0	0	0
105375579	0	0	0	0
107986750	0	0	0	0
1804	0	0	1	0
107986722	0	0	0	0
101929998	0	0	0	0
107984014	0	0	0	0
105375582	0	0	0	0
112267989	0	0	0	0
105375581	0	0	0	0
105375580	0	0	0	0
100132707	96	130	81	98
22976	486	555	441	447
202781	48	108	94	55
100128264	0	0	0	0
3361	0	0	0	0
105375584	0	0	0	0
105375586	0	0	0	1
105375587	0	0	0	0
105375588	0	0	0	0
105375589	0	0	0	0
105375591	15	30	19	17
3638	573	898	338	336
105375592	0	0	0	0
338436	0	0	0	0
105375593	0	0	0	0
100286906	0	0	0	0
105375594	0	0	0	0
2020	106	107	73	67
107986863	0	0	0	0
285888	0	0	0	0
100506302	37	37	32	48
155435	1502	1797	1366	1326
6469	4	6	2	2
389602	31	34	19	11
105375597	0	1	0	0
105375603	0	0	0	0
105375602	0	0	0	0
105375601	0	0	0	0
105375599	0	0	0	0
285889	0	0	0	0
100506380	113	143	98	87
112268012	0	0	1	0
64433	0	0	0	0
140545	51	85	56	58
101927858	6	9	9	9
64327	1329	1575	1212	1133
102723795	3	0	0	0
105375604	0	0	0	0
105375605	0	0	0	0
64434	1029	1281	957	890
3110	9	26	21	11
105375606	0	2	0	0
645249	2	2	0	0
105375607	0	0	0	0
9690	3313	4161	3352	3004
10049	2527	3572	2713	2365
101927914	0	0	0	0
105375610	0	0	0	0
5799	0	1	1	0
406945	0	0	0	0
105375615	0	0	0	0
105375614	0	0	0	0
100506585	0	0	0	0
105375613	0	0	0	0
693180	0	0	0	0
105375616	0	0	0	0
100847032	0	0	0	0
54892	3077	4097	3083	2809
57488	3579	4467	3550	3177
105379752	12	5	25	10
55112	313	386	320	309
154822	0	0	0	0
7434	0	0	0	0
101927506	38	56	31	32
441308	0	0	0	0
644128	145	167	98	134
169270	24	16	24	26
101927566	0	0	0	0
105377773	0	0	0	0
157693	1	0	1	1
26260	219	359	267	248
157695	43	78	49	50
157697	377	431	291	311
9228	0	0	0	0
401442	0	0	0	0
105377777	0	0	0	0
112268020	0	0	0	0
286083	0	0	0	0
105379585	0	0	0	0
105377775	0	0	0	0
105379586	0	0	0	0
100507435	0	0	0	0
105377778	0	1	0	0
2055	330	465	300	299
101927752	41	65	36	32
100500912	0	0	0	0
105377779	0	0	0	0
693181	0	0	0	0
9639	1012	1169	966	878
100131395	36	19	29	9
9920	4	1	2	5
101928058	0	0	0	0
104266957	0	0	0	0
9172	0	0	2	0
102465695	0	0	0	0
105377781	0	0	0	0
105377782	0	0	0	0
107986880	0	0	0	0
105377783	0	0	0	0
105377784	0	0	0	0
101927815	0	0	0	0
107986865	0	0	0	0
105377785	0	0	1	0
105377786	0	0	0	0
64478	1	0	0	0
105377792	0	0	0	0
105377791	0	0	0	0
105377790	0	1	0	0
105377789	0	0	0	0
107986907	0	0	0	0
105377793	0	0	0	0
105377794	0	0	0	0
107986908	0	0	0	0
105377795	0	0	0	0
105377796	0	0	0	0
105377797	0	0	0	0
100287015	15	27	31	22
79648	194	264	204	173
285	6	15	4	7
100507530	13	25	10	10
102465861	0	1	2	0
55326	802	924	698	605
100616348	0	1	0	0
100616372	0	1	0	0
107986909	3	0	0	2
389610	5	8	11	12
100652791	1	4	1	4
1672	0	0	0	0
1671	0	0	0	0
1669	0	0	0	0
449491	0	0	0	0
449492	0	0	0	0
449493	0	0	0	0
1667	0	0	0	0
170949	0	0	0	0
728358	0	0	0	0
100287083	0	0	0	0
1668	0	0	0	0
724068	0	0	0	0
1670	0	0	0	0
105377799	0	0	0	0
105377803	0	0	0	0
101928095	0	1	1	0
349196	0	0	0	0
100128890	0	2	0	0
641517	0	0	0	0
401447	0	0	0	0
645402	0	0	0	0
100131980	0	0	0	0
100289462	0	0	0	0
55894	0	0	0	0
10407	0	0	0	0
503618	0	0	0	0
503841	0	0	0	0
504180	0	0	0	0
503614	0	0	0	0
105377801	0	0	0	0
100131608	0	0	0	0
441317	0	0	0	0
105377800	0	0	0	0
107986910	1	1	0	1
101929400	1	0	0	0
105379215	0	1	0	0
107986912	0	0	0	0
441328	0	0	0	0
100133251	0	0	0	0
105379216	0	0	0	0
245910	0	0	0	0
245908	0	0	0	0
245909	0	0	0	0
140596	0	0	0	0
653423	0	0	0	0
414325	0	0	0	0
1673	0	0	0	0
100132396	0	0	0	0
100132103	1	0	0	1
392188	0	0	0	0
645836	0	0	0	0
100302186	0	0	0	0
105379219	6	3	2	2
112268014	9	13	9	2
286042	16	15	14	14
157285	68	77	74	73
105379222	0	0	0	0
107986913	0	0	0	0
105379224	0	1	0	0
105379225	0	0	0	0
137075	11	17	11	9
9258	431	527	425	354
90459	517	653	453	412
105379227	0	0	0	0
100616350	0	0	0	0
109616996	0	0	0	0
79660	205	278	134	129
102724880	6	3	2	2
101929128	0	2	1	1
157273	0	0	0	0
105379228	0	0	0	0
105379231	0	0	0	0
105379230	0	0	0	0
8658	756	799	706	693
693182	0	0	0	0
157627	0	2	0	0
406907	0	0	0	0
105379234	0	0	0	0
4482	120	172	115	128
101929191	2	3	1	3
112268021	13	9	9	15
203074	0	0	0	0
105379237	0	0	0	0
94137	0	0	0	0
100422982	0	0	0	0
203076	0	0	0	0
83595	6	3	2	7
102723313	2	2	5	5
54984	82	107	90	73
100302166	0	0	0	0
101929229	0	0	0	0
101929248	0	4	0	2
112268022	3	0	1	0
286046	50	45	38	50
693183	0	0	0	0
101929269	0	0	0	0
107986915	0	0	0	0
66036	188	228	210	205
101929290	4	1	0	0
83650	0	0	0	0
157739	0	2	0	0
100129129	2	0	2	0
83656	3	4	3	5
83648	1171	1454	1155	986
640	47	59	59	45
105379241	35	29	26	16
83655	0	0	0	0
105379242	0	0	0	0
2626	18	24	15	9
106635531	0	0	0	0
606553	0	1	0	0
252969	183	233	187	149
105379243	9	9	4	5
2222	875	1331	807	645
1508	6369	9177	6547	5196
105379244	0	0	0	0
112268017	0	0	0	0
613210	0	0	0	0
613209	0	0	0	0
613211	0	0	0	0
105379245	0	0	0	0
105379246	0	0	0	0
100133267	0	0	0	0
728957	0	0	0	0
100132923	6	5	2	3
392196	0	0	0	0
392197	0	3	0	0
377630	0	0	0	0
729689	0	1	0	0
85002	63	100	62	69
619423	11	15	9	5
245940	0	0	0	0
100133172	3	0	0	0
649352	0	0	0	0
245912	0	0	0	0
389633	0	2	0	0
653333	29	44	29	17
100506990	66	77	59	49
729732	20	42	15	9
100847038	0	0	0	0
91694	64	89	69	50
100500870	0	0	0	0
100500838	0	0	0	0
340357	0	0	0	0
101409254	0	0	0	0
105379289	0	0	0	0
57604	0	3	1	3
10395	1632	1979	1544	1506
101930149	0	0	0	0
157773	11	35	25	21
102725080	0	0	0	0
107986916	0	0	0	0
105379292	0	0	0	0
137868	0	0	0	0
494332	0	0	0	0
7991	1399	1943	1524	1304
4481	0	0	0	0
101929028	0	0	0	0
105379297	0	0	0	0
26281	0	0	0	0
286097	191	198	178	165
51201	848	1233	917	781
107986918	0	5	1	0
29883	1032	1370	999	947
137492	500	659	464	448
9108	51	71	50	59
102724838	0	0	0	0
6542	373	391	291	284
5157	114	157	115	101
107986919	0	0	0	0
57509	21	34	34	25
100422850	0	0	0	0
101930275	0	0	1	0
2267	2	5	0	0
5108	2659	2822	2395	2289
427	971	1251	825	751
101929066	10	8	9	7
9	29	45	28	38
10	0	0	0	0
23362	587	657	546	492
107986868	0	0	0	0
105379303	0	3	0	1
105379301	0	0	0	0
100128993	0	0	0	0
105379300	0	0	0	0
105379306	0	0	0	0
63898	3	0	1	6
102724881	0	0	1	1
55790	69	130	104	100
105379308	0	1	0	0
107986920	0	0	0	0
55174	796	1032	785	752
105379309	0	0	0	0
107986921	0	0	0	0
4023	1	1	3	0
105379311	0	0	0	0
105379310	0	0	0	0
105379312	0	0	0	0
6570	0	0	1	0
526	2242	2846	1986	1834
11178	14	20	19	25
100874051	0	0	0	0
105379314	0	0	0	0
107986881	0	0	0	0
109616983	0	0	0	0
105379315	0	0	0	0
105379316	0	0	0	0
102467222	0	0	0	0
286114	0	0	0	0
101929172	0	0	0	0
107986922	3	1	4	2
2675	0	1	2	0
105379318	0	0	0	0
107986923	0	0	0	0
9046	0	2	0	0
23039	1656	2200	1680	1588
10361	4	12	7	13
8822	2	0	2	5
2039	65	105	89	67
64760	580	784	587	518
79873	22	31	22	29
55806	2	4	6	3
80346	733	950	790	658
203190	0	0	0	0
6440	0	0	0	2
649	868	1205	989	916
9796	18	16	12	9
407037	0	0	1	0
661	680	943	763	664
100507071	6	12	6	10
55124	4	0	3	0
23516	2271	3040	2156	1932
5533	90	96	109	87
10174	37	53	51	51
64236	273	408	291	219
541565	81	118	88	110
107986876	107	134	104	114
57805	2309	2912	2196	2038
55909	183	259	221	173
80094	1	2	1	2
105369180	11	2	0	2
107986924	1	1	0	0
1960	1	6	0	1
105379322	0	0	0	0
105379321	0	0	0	0
107986926	0	0	0	0
157310	0	0	0	0
107986925	0	0	0	0
105379325	0	0	0	0
101929237	0	0	0	0
107984124	14	16	19	14
23221	517	632	551	442
8795	2208	3066	2198	2029
286059	0	1	1	1
107986929	8	7	6	8
254896	35	38	29	30
8794	16	17	14	12
8793	1	3	1	4
8797	2	0	1	0
389641	0	0	0	0
91782	880	1198	907	766
105379326	10	12	8	9
203069	303	458	413	311
4017	6499	9458	7690	6763
100507156	345	481	366	360
9583	930	1084	872	840
105379327	4	8	3	3
51312	887	1082	861	771
107986930	0	0	0	0
4824	117	130	85	86
137814	1	2	2	0
101929258	1	0	0	0
6781	4	0	3	1
107986931	0	0	1	0
105379328	0	0	0	0
10863	3	2	4	4
101929294	0	0	0	0
27299	0	0	0	0
8756	0	0	0	0
101929315	0	0	0	0
107986932	0	0	0	0
107986882	0	0	0	0
105379329	0	0	0	0
4741	0	0	0	0
112268023	0	0	0	0
4747	1	0	0	0
102465506	0	0	0	0
105379330	0	0	0	0
80005	2027	2255	1941	1910
102465527	0	1	0	0
105379331	0	0	0	0
2796	32	38	24	28
54793	830	1061	830	795
157313	920	1100	875	829
107986933	0	0	0	0
105379333	0	0	0	0
105379332	0	0	0	0
64641	0	0	0	0
102723395	0	0	0	0
105379335	0	0	0	0
105379336	0	0	0	0
5520	910	1100	884	799
157489	19	39	26	18
665	1572	2070	1593	1550
105379337	5	2	2	3
10687	1067	1479	1147	1020
1808	2817	3526	2983	2614
148	0	0	0	0
105379339	0	0	0	0
100313884	0	0	0	0
105379340	0	0	0	0
81551	0	0	0	1
23087	433	611	447	389
2185	54	77	67	44
102465507	0	0	1	0
1135	0	0	0	2
2053	27	32	44	17
1191	528	683	560	341
102465508	0	0	0	0
51435	1461	1967	1500	1236
100500871	0	0	0	0
100500858	0	0	0	0
55246	339	412	324	285
107986934	21	35	28	28
157570	433	533	383	368
55872	850	1141	776	759
286133	0	0	0	0
100422828	0	0	0	0
105379342	0	0	0	0
389643	0	0	0	0
55140	563	762	598	466
105379343	0	1	0	0
5368	0	0	0	0
55893	575	787	621	528
157574	24	49	28	21
7976	35	43	30	33
100422903	0	2	0	0
2137	861	1084	742	667
101929402	1	1	0	0
55756	250	278	229	206
79618	881	935	796	802
105379346	0	0	0	2
23303	987	1067	880	832
1846	1833	2274	1405	1281
105379349	0	0	0	0
107986883	0	0	0	0
105379350	0	0	1	0
107986935	0	0	1	0
105379351	0	0	0	0
105379352	0	0	0	0
619351	2	2	0	0
101929450	1	1	0	2
101929470	4	1	2	2
107986884	0	0	0	0
105379354	0	0	0	0
286135	0	0	0	0
100422876	0	0	0	0
51669	1491	2120	1565	1286
23484	636	794	586	526
619373	1	3	1	3
10671	349	465	369	299
100128750	22	40	28	17
11030	486	578	473	405
112268025	2	1	0	1
112268024	24	26	27	13
2961	374	564	463	379
100507341	0	0	0	0
2936	1581	2145	1497	1281
7993	163	209	155	119
105379356	0	1	3	1
105379355	3	1	1	1
5516	1400	2086	1612	1303
56154	7	12	20	14
105379357	0	0	0	0
29942	16	21	16	21
7486	542	640	506	462
105379358	0	1	2	2
101929492	0	0	0	0
105379360	0	0	1	0
3084	1028	1286	1137	1053
107986936	0	0	0	0
100856811	0	0	0	0
105379361	0	0	1	0
100874286	0	0	0	0
105379362	0	0	0	0
84750	92	96	74	72
84549	331	410	311	290
80185	234	307	234	221
692084	0	0	0	0
79845	22	30	17	35
78986	0	0	0	0
105379363	0	0	0	0
105379364	0	0	0	0
105379366	0	0	0	0
105379365	0	0	0	0
103689844	0	0	0	0
105379368	0	0	0	0
105379369	0	0	0	0
137970	136	151	133	74
101929550	0	0	0	0
112268026	0	0	0	0
105379370	0	0	0	0
105379371	0	0	0	0
157855	0	0	0	0
105379375	0	0	0	0
105379376	0	0	0	0
105379377	0	0	2	0
100507403	0	0	0	0
100507420	2	5	2	1
105379379	0	0	0	0
105379378	0	0	0	0
105379380	0	0	0	0
80139	449	539	448	386
101929622	0	0	0	0
102723701	16	26	19	19
11160	643	932	686	669
728024	5	8	9	7
11212	461	651	490	429
105379381	0	0	0	0
25960	81	118	87	81
55290	104	167	97	96
80223	442	511	426	411
137362	0	0	0	0
155	0	0	0	0
1978	1278	1994	1465	1044
9070	752	1094	851	730
6770	2	0	3	2
105379382	9	17	13	6
27257	326	543	385	313
9530	260	351	231	246
23259	513	663	485	491
84513	255	355	214	238
54904	1686	1978	1590	1386
137994	62	82	56	35
102723716	1	6	4	3
2260	1942	2503	1859	1603
389649	0	0	0	0
105379383	0	0	0	0
105379384	0	0	0	0
286140	4	17	16	6
6867	2211	2548	1976	1917
59339	146	230	144	156
203100	0	1	0	0
83877	844	1224	873	860
8754	5349	6849	5509	5272
109616979	0	0	0	0
203102	4	3	3	9
255926	0	0	0	0
1587	0	0	0	0
100130964	0	0	0	0
8749	0	0	0	0
2515	0	0	0	0
3620	1	2	0	0
169355	0	0	0	0
105379385	0	0	0	0
105379386	0	0	0	0
56892	0	0	1	0
112543493	0	0	0	0
105379388	0	0	0	0
79698	0	0	0	0
107986938	0	0	0	0
105379389	0	0	0	0
105379390	0	0	0	0
105379771	5	2	6	3
6422	4901	6179	4770	4701
100847068	0	3	0	0
109616980	0	0	0	0
105379391	0	0	0	0
51125	502	701	512	418
84296	841	1050	841	836
102723729	35	55	41	42
137964	1860	2428	1689	1492
157848	0	0	0	0
286	11	32	15	27
619554	0	0	0	0
102465696	0	0	0	0
105379392	0	0	0	0
7994	1276	1417	1104	1151
105379393	18	18	14	11
107986939	0	0	0	0
10947	517	697	521	484
5327	522	683	712	683
101929897	0	0	0	0
3551	746	949	789	721
105379395	17	12	27	8
5423	156	191	129	152
27121	0	0	0	0
7419	1108	1473	1102	974
6575	740	924	787	667
114926	109	147	129	104
105379396	0	0	0	0
1142	0	0	0	0
8973	0	0	0	0
55145	158	221	175	168
81790	158	161	142	125
100616115	3	2	5	3
84376	1018	1111	985	983
2339	735	909	720	655
84197	51	75	69	68
138050	767	933	771	639
340441	0	0	0	0
105379397	0	0	0	0
389652	0	0	0	0
105375811	0	0	0	0
105375812	0	0	0	0
497634	0	0	0	0
105375813	0	0	0	0
105375814	0	0	0	0
105375815	0	0	0	0
105375816	0	0	0	0
105375817	0	0	0	0
107986885	0	0	0	0
100287846	0	0	2	0
100996586	0	0	0	0
23514	1294	1697	1276	1187
107986940	1	0	0	2
1052	821	1378	1091	820
5591	40205	43750	36044	35777
105375818	2	2	0	1
4173	11543	15567	11659	10815
105375819	0	0	0	0
7336	2312	3026	2344	2167
107986941	0	0	0	0
105375820	0	0	0	0
105375821	5	6	5	1
105375822	0	0	0	0
112268027	1	0	0	0
101929268	1	0	1	0
105375823	0	0	0	0
101929217	0	0	0	0
79645	0	0	0	0
105375825	0	0	3	0
6591	279	416	230	191
107986942	0	1	0	1
492307	0	0	0	0
105375826	0	0	0	0
100507464	0	0	0	0
54212	0	0	0	0
105375829	0	0	0	0
105375828	0	0	0	0
105375830	0	0	0	0
105375831	0	0	0	0
137902	3	6	4	1
105375833	0	0	1	0
115294	1176	1438	1204	1135
102724330	65	88	71	56
9705	3	2	0	3
101929341	0	0	0	0
389658	0	0	0	0
9821	3379	3847	2769	2723
105375835	4	4	2	3
107986943	0	0	0	0
2831	108	179	141	91
105375836	0	0	0	0
4986	0	0	0	0
100507516	13	5	18	15
51606	1778	2337	1642	1403
8601	231	392	275	239
6917	4661	6267	4575	4241
105375839	5	1	9	2
10434	2651	3460	2771	2437
29088	1542	2071	1569	1317
26766	0	0	0	0
105375840	1	0	0	0
105375841	1	0	0	0
64321	63	112	55	31
100129098	0	0	0	0
6101	8	15	10	6
107984125	1	3	0	3
105375842	0	0	0	0
107986944	0	0	0	0
107986886	0	0	0	0
107986887	0	0	0	0
114786	0	0	1	0
105375844	0	0	0	0
100133234	0	0	0	0
105375843	0	0	0	0
105375845	0	0	0	0
105375846	6	3	1	2
137695	473	660	521	477
96764	1130	1452	1169	1031
4067	461	625	479	414
109617001	0	0	0	0
6224	12988	18599	14215	10711
26795	18	26	21	21
105375847	5	7	1	2
4342	0	0	0	0
5324	600	652	556	526
79145	555	734	558	486
195814	0	0	0	0
442388	0	0	0	0
105375849	0	0	0	0
5179	4	5	9	10
101929415	0	3	5	4
101929398	0	0	0	1
100507632	6	6	12	15
105375850	0	0	0	0
105375851	0	0	0	0
105375852	0	0	0	0
54928	5271	6556	5092	4649
100507651	0	0	0	0
286177	0	0	0	0
26138	0	0	0	0
101929488	0	0	0	0
107986888	0	0	0	0
105375855	0	0	0	0
286178	0	0	0	0
105375856	0	0	0	0
100505477	0	3	1	2
90362	104	145	139	108
107986945	0	0	0	0
101929528	0	0	0	0
137886	1127	1381	976	957
1581	0	0	1	3
105375857	0	0	0	0
6386	7645	9341	5994	5415
8439	1972	2575	1730	1578
105375858	1	1	0	0
9760	328	444	359	352
100505501	65	103	47	47
105375860	0	0	0	0
105375859	0	0	0	0
105375861	0	0	0	0
105375863	0	0	0	0
767	2	21	13	15
105375864	0	2	0	0
100505532	4	6	0	2
5862	4361	5730	4378	4059
55636	989	1059	776	836
105375938	0	0	1	0
157807	485	678	490	423
100130298	3	1	1	3
105375870	0	0	0	0
444	37960	47784	35554	31585
100616484	15	10	12	3
101929628	0	0	0	1
105375871	0	0	0	0
111082988	0	0	0	0
286183	0	0	0	0
643763	0	0	0	0
107986946	0	0	0	0
8836	2393	3298	2662	2127
7274	8	7	1	2
101410533	3	5	9	4
253943	3301	4014	3054	3045
105375873	6	0	1	6
105375875	0	0	0	0
105375874	0	0	0	1
102724612	0	0	0	0
105375876	0	0	0	0
286184	0	0	0	0
102724623	0	0	0	0
105375877	0	0	0	0
100130155	0	0	0	0
406908	0	0	0	0
401463	0	0	0	0
27319	0	0	0	0
9420	41	55	42	32
105375879	0	0	0	0
105375878	0	0	0	0
105375880	0	0	0	0
552859	0	0	0	0
105375881	0	0	0	0
286186	0	0	0	0
55156	1565	1956	1518	1261
9650	1113	1442	1054	1032
5150	555	757	625	543
107986949	5	5	5	1
107986948	16	24	11	15
107986950	0	0	0	0
105375883	0	0	0	0
85479	3	9	1	1
84675	29	26	21	15
100189437	0	0	1	0
100189102	0	0	0	0
1392	1	2	7	2
112268029	0	2	4	0
100505659	0	0	0	0
102724687	2	12	17	18
100505676	6	12	12	9
23212	1505	2113	1714	1317
137872	22	29	23	21
254778	28	58	29	32
4603	3741	4521	3881	3812
105375884	25	22	20	15
80124	1703	1821	1491	1494
100533105	219	254	184	154
56260	160	196	162	183
23678	171	212	154	113
26255	2	2	1	3
157777	406	532	405	329
641638	978	1406	1042	838
641648	36	46	28	25
100129654	2	6	5	2
286187	1	7	5	3
105375885	0	0	0	0
10987	1654	2196	1651	1394
79848	948	1095	907	842
10565	3206	3655	2706	2764
102724708	19	26	23	20
57094	0	0	0	0
105375886	0	0	0	0
80243	1	0	2	3
105375888	0	0	0	0
286189	0	0	0	0
116328	0	0	0	0
107986951	0	0	0	0
100505718	0	0	0	0
100505739	0	0	0	0
23213	1	5	15	15
81796	105	260	163	102
105375889	0	0	0	0
101929759	0	0	0	0
63978	0	0	0	0
10499	1664	2126	1653	1541
101926892	0	0	0	0
105375890	0	0	0	0
23471	7276	9774	7647	7042
286190	178	276	174	155
51110	535	732	476	384
389668	86	146	140	99
105375894	2	6	5	2
2138	60	74	56	49
102724772	0	0	0	0
105375892	0	0	0	0
107986890	0	0	0	0
9242	907	1283	825	622
100132891	691	923	592	507
8989	125	148	106	88
105375896	12	10	5	2
392232	1	1	0	0
105375897	0	0	0	0
9312	0	0	0	0
101926908	0	0	0	0
7013	736	818	704	541
157869	41	44	47	27
107986891	0	0	0	0
105375901	0	0	0	0
100130301	1	0	0	0
6129	24262	31596	24456	22537
157506	892	1251	950	690
101926926	12	20	16	15
105375899	0	0	0	0
100128126	1	1	1	1
27067	1257	1507	1142	1126
105375902	14	14	2	2
55284	1171	1513	1043	1018
101926947	0	5	1	0
6921	2218	3273	2759	2047
54968	582	915	645	530
23643	15	31	11	13
105375903	0	0	0	0
56704	589	839	628	602
54332	455	579	477	424
100847058	0	0	0	0
100847091	0	0	0	0
105375904	0	0	0	0
441355	0	0	0	0
100302260	0	0	0	0
51050	0	0	2	0
83690	699	974	732	798
105375905	11	20	15	11
101805492	0	0	0	0
3174	17	8	9	6
105375906	0	0	0	0
102724858	0	0	0	0
101926978	6	11	21	14
107986952	0	0	0	0
100192378	2	6	5	3
79776	964	999	902	964
100422921	1	3	0	1
5828	1039	1399	1087	955
105375909	0	0	0	0
102724874	0	0	0	0
105375911	4	6	4	3
5569	769	834	634	603
101927003	14	10	9	7
51101	739	871	747	627
3574	98	103	82	91
101241902	31	30	33	35
105375914	30	43	27	21
112935892	8	15	13	12
105375912	2	2	2	1
105375913	11	14	8	5
107986892	0	0	0	0
105375915	0	0	0	0
113219456	0	0	0	0
105375916	0	0	1	0
11075	1	4	8	1
107986893	0	0	0	0
23462	75	101	57	39
101927067	1	2	3	3
101927040	34	34	34	14
28957	604	966	686	558
7163	1980	2711	2004	1872
105375919	0	1	0	0
105375918	0	0	0	1
105375920	0	2	0	0
100847056	0	0	0	0
105375922	0	0	0	0
105375921	7	6	5	5
65986	956	1105	986	941
619279	704	799	623	587
107986894	0	0	0	0
55824	1484	1689	1118	1058
105375924	4	3	1	0
2171	1655	2109	1762	1277
105375925	0	0	0	0
105375926	0	0	0	0
5375	0	0	0	0
646480	0	0	0	0
101927118	0	2	0	0
2167	6	15	8	13
646486	0	0	0	1
650747	1	0	1	5
3612	1045	1187	942	859
347051	9	6	2	6
79752	894	1042	760	680
92421	0	0	0	0
64089	458	572	384	362
105375928	6	8	13	7
105375929	0	0	0	0
105375930	0	0	0	0
105375931	0	0	0	0
107986953	0	0	0	0
101927141	0	0	0	0
103352670	0	0	0	0
105375932	0	0	0	0
138046	0	0	0	0
105375933	0	14	3	3
85444	519	582	466	433
102723322	0	1	1	1
1875	256	376	269	246
401466	671	924	730	606
105375936	0	0	1	0
105375935	1	0	0	0
377677	64	114	84	79
759	0	0	0	0
761	2	7	1	4
100996348	2	3	0	1
760	21	26	24	10
105375937	0	0	0	0
101929601	0	0	0	0
101929627	0	0	0	0
100288527	0	0	0	0
100288562	0	0	0	0
105375622	0	0	0	0
107986954	0	1	0	0
85481	0	0	0	0
245972	29	38	29	16
105375623	0	0	0	0
157724	0	0	0	0
105375624	6	8	5	3
11059	1277	1463	1066	1096
51115	1373	1784	1425	1290
8895	2617	3217	2615	2424
54714	0	0	0	0
107986895	0	1	1	0
168975	0	0	0	0
105375626	0	0	0	0
138009	1	0	0	0
105375628	0	0	0	0
4325	1409	1593	1433	1261
105375630	10	10	9	11
105375629	2	1	1	1
105375631	3	4	3	3
112268015	0	2	4	1
101929709	75	104	71	89
8767	600	778	551	534
734	1799	2256	1550	1480
4683	1935	2443	1850	1849
1666	838	1106	945	777
793	0	0	1	1
100874052	0	0	0	0
107986955	0	0	1	0
101937451	0	0	0	0
169200	912	1199	799	787
102724670	5	2	3	2
105375633	0	0	0	0
64168	278	342	257	225
105375635	0	0	0	0
105375634	15	9	5	5
100127983	373	498	348	297
55529	480	706	445	375
100506365	727	1064	735	714
51633	1373	1562	1141	1126
100130742	22	31	30	36
100616245	0	0	0	0
115111	1	13	2	8
105375637	0	0	0	0
862	1	1	1	3
105375638	0	0	0	0
105375639	0	0	0	0
102724710	0	0	0	0
101926956	0	0	0	0
441369	0	0	1	0
286144	967	1259	970	871
102467005	0	0	0	0
389676	0	0	0	0
105375644	0	0	0	0
105375643	0	0	0	0
107986956	0	0	0	0
105375642	0	0	0	0
642924	18	9	6	6
105375641	0	0	0	0
137392	709	892	675	633
389677	1344	1688	1270	1268
55472	52	97	57	74
105375645	0	0	0	3
91147	665	850	655	591
105375646	0	1	4	2
100616169	2	5	0	0
54704	5163	6486	4535	4271
1015	0	3	0	3
105375647	0	1	1	0
105375648	0	0	0	0
2669	394	574	341	296
107986896	2	1	0	0
25788	871	1109	804	775
100861412	160	177	130	146
25962	3412	4119	3483	3259
101926977	6	10	9	7
100288748	0	1	0	1
54845	19	10	10	13
286148	2002	2464	2030	1877
55656	2001	2401	1914	1735
9134	1469	1997	1623	1471
137682	609	737	632	464
94241	1516	1876	1534	1329
105375650	6	9	7	9
100500907	0	0	0	0
100422964	0	0	0	0
79666	660	840	619	550
619344	0	0	1	0
157657	226	298	240	213
100616530	3	8	0	5
100189248	1	0	3	1
107986957	2	0	0	0
100500773	0	0	0	0
392255	41	61	53	52
7381	3777	5039	4076	3245
101927039	4	2	6	1
51001	416	569	399	375
9791	5491	6993	5120	4470
105375652	2	1	3	4
102724804	0	0	0	0
105375653	0	0	0	0
6383	320	415	376	286
10404	223	344	240	198
101927066	0	0	0	0
105375655	0	1	0	0
85453	0	0	4	0
109617016	0	0	0	0
105375657	0	0	0	0
92140	6219	7790	5879	5494
55353	5524	7438	5507	5009
4147	198	282	268	223
6156	9773	14921	11326	8212
26775	7	10	4	10
203111	0	0	0	0
10247	336	461	324	322
10940	798	926	700	753
105375660	0	0	0	0
79815	137	172	159	128
105375659	2	0	0	1
107986870	0	1	0	0
113218497	0	0	0	2
3788	10	8	4	11
6788	689	916	670	609
112268016	14	12	19	4
116039	94	136	60	73
107986872	1	3	0	1
105375666	13	40	18	15
107986871	55	42	42	45
157680	1991	2028	1710	1636
693184	0	0	0	0
100126309	0	0	0	0
1345	1616	2252	1668	1381
26166	1	0	0	3
109616982	0	0	0	0
286151	160	204	153	120
5440	1369	1945	1372	1167
6674	393	550	405	372
105375669	16	9	4	8
105375668	12	10	9	7
25897	1169	1501	1219	1253
100616451	0	0	0	0
105375670	0	0	0	0
107986959	1	0	0	0
157567	196	254	195	148
169166	0	0	1	0
105375671	0	0	0	0
105375672	0	0	0	0
26986	44367	57060	46723	42232
102466854	118	149	144	103
105375673	0	0	2	1
7534	34162	44544	33510	31058
401471	0	0	0	0
441374	0	0	0	0
105375674	18	17	12	21
105375675	0	5	0	0
105375676	0	0	0	0
51123	1839	2733	1969	1611
107984005	0	0	0	0
105375679	0	0	0	0
83955	2	2	5	2
105375680	0	0	0	0
107986897	0	0	0	0
